Time,Violation,TrackID,Plate,Lat,Lon
2026-04-26 23:18:36,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:18:37,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:18:38,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:18:39,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:18:40,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:18:41,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:18:42,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:18:43,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:18:44,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:22:03,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:22:04,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:22:06,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:52:31,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:52:32,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:52:34,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:52:35,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:52:36,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:52:37,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:52:39,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:52:40,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 23:52:41,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-27 00:01:38,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-27 00:01:39,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-27 00:01:40,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-27 00:01:41,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-27 00:01:42,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-27 00:02:32,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-27 00:02:33,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-27 00:02:34,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-27 00:02:35,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
